date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:36:47	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jan%202024%2000:36:51%20GMT	https://chaingeprotocol.com/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/webfonts/fa-brands-400.woff2	(from https://chaingeprotocol.com/assets/all.css)
01:36:48	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jan%202024%2000:36:52%20GMT	https://chaingeprotocol.com/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/webfonts/fa-brands-400.ttf	(from https://chaingeprotocol.com/assets/all.css)
01:36:48	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jan%202024%2000:36:52%20GMT	https://chaingeprotocol.com/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/webfonts/fa-regular-400.woff2	(from https://chaingeprotocol.com/assets/all.css)
01:36:49	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jan%202024%2000:36:53%20GMT	https://chaingeprotocol.com/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/webfonts/fa-regular-400.ttf	(from https://chaingeprotocol.com/assets/all.css)
01:36:49	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jan%202024%2000:36:53%20GMT	https://chaingeprotocol.com/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/webfonts/fa-solid-900.woff2	(from https://chaingeprotocol.com/assets/all.css)
01:36:49	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jan%202024%2000:36:53%20GMT	https://chaingeprotocol.com/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/webfonts/fa-solid-900.ttf	(from https://chaingeprotocol.com/assets/all.css)
01:36:50	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jan%202024%2000:36:54%20GMT	https://chaingeprotocol.com/webfonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/webfonts/fa-v4compatibility.woff2	(from https://chaingeprotocol.com/assets/all.css)
01:36:50	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jan%202024%2000:36:54%20GMT	https://chaingeprotocol.com/webfonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/webfonts/fa-v4compatibility.ttf	(from https://chaingeprotocol.com/assets/all.css)
01:36:50	11410/11410	---M--	200	added ('OK')	text/html	date:Wed,%2013%20Dec%202023%2018:43:28%20GMT	https://chaingeprotocol.com/static2/css2	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static2/css2.html	(from https://chaingeprotocol.com/connect)
01:36:51	14834/14834	---M-Z	200	added ('OK')	text/css	date:Wed,%2013%20Dec%202023%2018:43:28%20GMT	https://chaingeprotocol.com/static2/style.css	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static2/style.css	(from https://chaingeprotocol.com/connect)
01:36:52	65842/65842	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2013%20Dec%202023%2018:43:28%20GMT	https://chaingeprotocol.com/static2/matomo.js	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static2/matomo.js	(from https://chaingeprotocol.com/connect)
01:36:55	89220/89220	---M-Z	200	added ('OK')	text/css	etag:%22620188b3-468e%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0/css/all.min.css	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0/css/all.min.css	(from https://chaingeprotocol.com/connect)
01:36:55	89501/89501	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2013%20Dec%202023%2018:43:28%20GMT	https://chaingeprotocol.com/static2/jquery-3.6.0.min.js	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static2/jquery-3.6.0.min.js	(from https://chaingeprotocol.com/connect)
01:36:55	216056/216056	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2013%20Dec%202023%2018:43:28%20GMT	https://chaingeprotocol.com/static2/tag.js	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static2/tag.js	(from https://chaingeprotocol.com/connect)
01:36:56	376961/376961	---M-Z	200	added ('OK')	text/css	etag:%22655b6785-c6da%22	https://cdnjs.cloudflare.com/ajax/libs/mdb-ui-kit/7.0.0/mdb.min.css	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/cdnjs.cloudflare.com/ajax/libs/mdb-ui-kit/7.0.0/mdb.min.css	(from https://chaingeprotocol.com/connect)
01:36:57	1993/1993	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2013%20Dec%202023%2018:43:28%20GMT	https://chaingeprotocol.com/static2/ledger-logo-long.svg	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static2/ledger-logo-long.svg	(from https://chaingeprotocol.com/connect)
01:36:58	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jan%202024%2000:37:02%20GMT	https://chaingeprotocol.com/api.php	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/api.php	(from https://chaingeprotocol.com/connect)
01:36:58	64340/64340	---M--	200	added ('OK')	text/html	date:Wed,%2013%20Dec%202023%2018:43:28%20GMT	https://chaingeprotocol.com/static2/sweetalert2@11	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static2/sweetalert2@11.html	(from https://chaingeprotocol.com/connect)
01:36:59	126063/126063	---M-Z	200	added ('OK')	application/javascript	etag:%22655b6785-8e10%22	https://cdnjs.cloudflare.com/ajax/libs/mdb-ui-kit/7.0.0/mdb.umd.min.js	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/cdnjs.cloudflare.com/ajax/libs/mdb-ui-kit/7.0.0/mdb.umd.min.js	(from https://chaingeprotocol.com/connect)
01:37:01	19575/19575	---M--	200	added ('OK')	image/png	etag:%226585405e-4c77%22	https://dapp.chainge.finance/logo192.png	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/dapp.chainge.finance/logo192.png	(from https://chaingeprotocol.com/)
01:37:01	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jan%202024%2000:37:05%20GMT	https://chaingeprotocol.com/logo1024.png	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/logo1024.png	(from https://chaingeprotocol.com/)
01:37:02	39286/39286	---M-Z	200	added ('OK')	text/css	date:Wed,%2013%20Dec%202023%2018:43:28%20GMT	https://chaingeprotocol.com/static/main.a1b825ea.css	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static/main.a1b825ea.css	(from https://chaingeprotocol.com/)
01:37:02	203/203	---M--	200	added ('OK')	text/html	date:Wed,%2013%20Dec%202023%2018:43:28%20GMT	https://chaingeprotocol.com/static/565227bd5a9f33e793661fa48e7570a2.html	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static/565227bd5a9f33e793661fa48e7570a2.html	(from https://chaingeprotocol.com/)
01:37:04	87533/87533	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-155ed%22	https://code.jquery.com/jquery-3.7.1.min.js	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/code.jquery.com/jquery-3.7.1.min.js	(from https://chaingeprotocol.com/)
01:37:05	28123/28123	---M--	200	added ('OK')	image/png	etag:%225da9cca4-6ddb%22	https://mdbootstrap.com/img/svg/flags.png	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/mdbootstrap.com/img/svg/flags.png	(from https://cdnjs.cloudflare.com/ajax/libs/mdb-ui-kit/7.0.0/mdb.min.css)
01:37:06	2596107/2596107	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2013%20Dec%202023%2018:43:28%20GMT	https://chaingeprotocol.com/static/main.77053d34.js	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static/main.77053d34.js	(from https://chaingeprotocol.com/)
01:37:08	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jan%202024%2000:37:12%20GMT	https://chaingeprotocol.com/static/media/Inter-Black.143c28420846d45c5834.ttf	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static/media/Inter-Black.143c28420846d45c5834.30.delayed	(from https://chaingeprotocol.com/static/main.a1b825ea.css)
01:37:10	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jan%202024%2000:37:14%20GMT	https://chaingeprotocol.com/static/media/Inter-ExtraBold.e4a4cb7133001f282a15.ttf	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static/media/Inter-ExtraBold.e4a4cb7133001f282a15.32.delayed	(from https://chaingeprotocol.com/static/main.a1b825ea.css)
01:37:10	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jan%202024%2000:37:14%20GMT	https://chaingeprotocol.com/static/media/Inter-ExtraLight.1815b9a8a67debdb3966.ttf	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static/media/Inter-ExtraLight.1815b9a8a67debdb3966.ttf	(from https://chaingeprotocol.com/static/main.a1b825ea.css)
01:37:10	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jan%202024%2000:37:14%20GMT	https://chaingeprotocol.com/static/media/Inter-Light.eec8664621fec98efb37.ttf	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static/media/Inter-Light.eec8664621fec98efb37.ttf	(from https://chaingeprotocol.com/static/main.a1b825ea.css)
01:37:11	316100/316100	---M--	200	added ('OK')	font/ttf	date:Wed,%2013%20Dec%202023%2018:43:28%20GMT	https://chaingeprotocol.com/static/media/Inter-Bold.88fa7ae373b07b41ecce.ttf	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static/media/Inter-Bold.88fa7ae373b07b41ecce.ttf	(from https://chaingeprotocol.com/static/main.a1b825ea.css)
01:37:13	314712/314712	---M--	200	added ('OK')	font/ttf	date:Wed,%2013%20Dec%202023%2018:43:28%20GMT	https://chaingeprotocol.com/static/media/Inter-Medium.6dcbc9bed1ec438907ee.ttf	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static/media/Inter-Medium.6dcbc9bed1ec438907ee.ttf	(from https://chaingeprotocol.com/static/main.a1b825ea.css)
01:37:15	315756/315756	---M--	200	added ('OK')	font/ttf	date:Wed,%2013%20Dec%202023%2018:43:28%20GMT	https://chaingeprotocol.com/static/media/Inter-SemiBold.4d56bb21f2399db8ad48.ttf	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static/media/Inter-SemiBold.4d56bb21f2399db8ad48.ttf	(from https://chaingeprotocol.com/static/main.a1b825ea.css)
01:37:15	309828/309828	---M--	200	added ('OK')	font/ttf	date:Wed,%2013%20Dec%202023%2018:43:28%20GMT	https://chaingeprotocol.com/static/media/Inter-Regular.e89cb19905e7db5591b0.ttf	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static/media/Inter-Regular.e89cb19905e7db5591b0.ttf	(from https://chaingeprotocol.com/static/main.a1b825ea.css)
01:37:16	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jan%202024%2000:37:20%20GMT	https://chaingeprotocol.com/static/media/Inter-Thin.f341ca512063c66296d1.ttf	C:/My%20Web%20Sites/https___chaingeprotocol.com_dapps/chaingeprotocol.com/static/media/Inter-Thin.f341ca512063c66296d1.38.delayed	(from https://chaingeprotocol.com/static/main.a1b825ea.css)
